object_key,image_key,source_split,annotation_id,image_id,file_name,image_width,image_height,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,altitude_m,gimbal_pitch_deg,drone,video,frame_no,image_path,split,source_side_px,crop_left_px,crop_top_px,crop_right_px,crop_bottom_px,pair_id,target_altitude_m,output_side_px,actual_linear_scale,synthetic_bbox_x,synthetic_bbox_y,synthetic_bbox_width,synthetic_bbox_height,synthetic_bbox_area,calibrated_transmission,calibration_config_sha256,geometry_image_path,calibrated_image_path
train:52192,train:8054,train,52192,8054,8054.jpg,3840,2160,3,jetski,1038.0,878.0,88.0,139.0,12232.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1080,data/raw/seadronessee/odv2/images/train/8054.jpg,train,1484,340,206,1824,1690,train_00052192,80.0,640,0.431266846361186,301.02425876010784,289.811320754717,37.95148247978437,59.946091644204856,2275.0430467665888,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052192.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052192.png
train:51951,train:8034,train,51951,8034,8034.jpg,3840,2160,1,swimmer,2472.0,1271.0,29.0,35.0,1015.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,780,data/raw/seadronessee/odv2/images/train/8034.jpg,train,1484,1744,546,3228,2030,train_00051951,80.0,640,0.431266846361186,313.96226415094344,312.66846361185986,12.506738544474397,15.09433962264151,188.7809591618777,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00051951.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00051951.png
val:37578,val:6651,val,37578,6651,6651.jpg,3840,2160,2,boat,1452.0,785.0,235.0,106.0,24910.0,31.89844437671441,26.7,mavic,NorthSea_Fri_DJI_0114.MP4,5565,data/raw/seadronessee/odv2/images/val/6651.jpg,train,1605,767,36,2372,1641,val_00037578,80.0,640,0.3987538940809969,273.1464174454829,298.6666666666667,93.70716510903426,42.26791277258567,3960.8062809949433,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00037578.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00037578.png
train:36508,train:6553,train,36508,6553,6553.jpg,3840,2160,5,buoy,1485.0,851.0,49.0,71.0,3479.0,31.698454129838463,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4095,data/raw/seadronessee/odv2/images/train/6553.jpg,train,1615,702,79,2317,1694,train_00036508,80.0,640,0.3962848297213622,310.2910216718266,305.93188854489165,19.41795665634675,28.13622291021672,546.3479569438987,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00036508.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00036508.png
train:52216,train:8056,train,52216,8056,8056.jpg,3840,2160,3,jetski,1063.0,846.0,72.0,133.0,9576.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1110,data/raw/seadronessee/odv2/images/train/8056.jpg,train,1484,357,170,1841,1654,train_00052216,80.0,640,0.431266846361186,304.4743935309973,291.53638814016176,31.051212938005392,57.35849056603774,1781.0507043686112,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052216.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052216.png
val:23932,val:4887,val,23932,4887,4887.jpg,3840,2160,1,swimmer,1807.0,1277.0,86.0,33.0,2838.0,30.39851752514477,37.1,mavic,NorthSea_Fri_DJI_0112.MP4,5745,data/raw/seadronessee/odv2/images/val/4887.jpg,train,1684,1008,452,2692,2136,val_00023932,80.0,640,0.3800475059382422,303.6579572446556,313.53919239904985,32.68408551068884,12.541567695961994,409.9096710129146,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00023932.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00023932.png
train:109747,train:16280,train,109747,16280,16280.jpg,3840,2160,2,boat,2035.0,1048.0,110.0,80.0,8800.0,29.89854190795489,20.9,m210,DJI_0010_d3.mov,495,data/raw/seadronessee/odv2/images/train/16280.jpg,train,1712,1234,232,2946,1944,train_00109747,80.0,640,0.3738317757009345,299.4392523364486,305.0467289719626,41.1214953271028,29.90654205607477,1229.801729408682,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00109747.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00109747.png
train:36583,train:6559,train,36583,6559,6559.jpg,3840,2160,5,buoy,1305.0,988.0,52.0,74.0,3848.0,31.79844925327644,22.0,mavic,NorthSea_Fri_DJI_0114.MP4,4185,data/raw/seadronessee/odv2/images/train/6559.jpg,train,1610,526,220,2136,1830,train_00036583,80.0,640,0.3975155279503105,309.6645962732919,305.2919254658385,20.67080745341615,29.41614906832298,608.0555534122911,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00036583.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00036583.png
train:52800,train:8114,train,52800,8114,8114.jpg,3840,2160,3,jetski,1955.0,831.0,126.0,50.0,6300.0,34.29832733922585,39.7,mavic,NorthSea_Fri_DJI_0117.MP4,1995,data/raw/seadronessee/odv2/images/train/8114.jpg,train,1493,1272,110,2765,1603,train_00052800,80.0,640,0.4286671131949096,292.77963831212327,309.0689886135298,54.01205626255861,21.43335565974548,1157.659611789602,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052800.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052800.png
train:51968,train:8036,train,51968,8036,8036.jpg,3840,2160,1,swimmer,1473.0,790.0,84.0,37.0,3108.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,810,data/raw/seadronessee/odv2/images/train/8036.jpg,train,1484,773,66,2257,1550,train_00051968,80.0,640,0.431266846361186,301.8867924528302,312.23719676549865,36.22641509433962,15.956873315363882,578.0603163301632,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00051968.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00051968.png
train:110456,train:16358,train,110456,16358,16358.jpg,3840,2160,2,boat,725.0,1114.0,265.0,208.0,55120.0,29.998537031392868,31.2,m210,DJI_0010_d3.mov,1665,data/raw/seadronessee/odv2/images/train/16358.jpg,train,1707,4,364,1711,2071,train_00110456,80.0,640,0.3749267721148213,270.3222026947862,281.195079086116,99.35559461042766,77.98476859988284,7748.223054797968,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00110456.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00110456.png
val:23883,val:4873,val,23883,4873,4873.jpg,3840,2160,5,buoy,1333.0,927.0,115.0,126.0,14490.0,28.998585797013103,51.6,mavic,NorthSea_Fri_DJI_0112.MP4,5535,data/raw/seadronessee/odv2/images/val/4873.jpg,train,1766,508,107,2274,1873,val_00023883,80.0,640,0.362400906002265,298.98074745186864,297.1687429218573,41.67610419026048,45.66251415628539,1903.0356975665936,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00023883.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00023883.png
train:52169,train:8052,train,52169,8052,8052.jpg,3840,2160,3,jetski,776.0,973.0,97.0,143.0,13871.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1050,data/raw/seadronessee/odv2/images/train/8052.jpg,train,1484,82,302,1566,1786,train_00052169,80.0,640,0.431266846361186,299.2991913746631,289.3800539083558,41.83288409703504,61.6711590296496,2579.882447817148,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052169.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052169.png
train:37004,train:6593,train,37004,6593,6593.jpg,3840,2160,1,swimmer,1925.0,835.0,53.0,24.0,1272.0,31.79844925327644,29.4,mavic,NorthSea_Fri_DJI_0114.MP4,4695,data/raw/seadronessee/odv2/images/train/6593.jpg,train,1610,1146,42,2756,1652,train_00037004,80.0,640,0.3975155279503105,309.6645962732919,315.22981366459624,21.068322981366457,9.540372670807454,200.9996527911732,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00037004.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00037004.png
train:109988,train:16300,train,109988,16300,16300.jpg,3840,2160,2,boat,1770.0,1091.0,102.0,144.0,14688.0,29.89854190795489,23.8,m210,DJI_0010_d3.mov,795,data/raw/seadronessee/odv2/images/train/16300.jpg,train,1712,965,307,2677,2019,train_00109988,80.0,640,0.3738317757009345,300.93457943925233,293.0841121495327,38.13084112149532,53.83177570093458,2052.650886540309,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00109988.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00109988.png
train:52717,train:8104,train,52717,8104,8104.jpg,3840,2160,5,buoy,879.0,1393.0,17.0,19.0,323.0,33.89834684547394,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1845,data/raw/seadronessee/odv2/images/train/8104.jpg,train,1510,132,648,1642,2158,train_00052717,80.0,640,0.423841059602649,316.6092715231788,315.7615894039735,7.2052980132450335,8.052980132450331,58.0241217490461,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052717.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052717.png
train:52145,train:8050,train,52145,8050,8050.jpg,3840,2160,3,jetski,706.0,1032.0,83.0,145.0,12035.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1020,data/raw/seadronessee/odv2/images/train/8050.jpg,train,1484,6,362,1490,1846,train_00052145,80.0,640,0.431266846361186,301.8867924528302,288.9487870619946,35.79514824797844,62.53369272237197,2238.402801490836,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052145.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052145.png
val:37559,val:6649,val,37559,6649,6649.jpg,3840,2160,1,swimmer,1843.0,1017.0,29.0,23.0,667.0,31.89844437671441,26.7,mavic,NorthSea_Fri_DJI_0114.MP4,5535,data/raw/seadronessee/odv2/images/val/6649.jpg,train,1605,1055,226,2660,1831,val_00037559,80.0,640,0.3987538940809969,314.2180685358255,315.4143302180685,11.56386292834891,9.171339563862928,106.05611358585416,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00037559.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00037559.png
train:107694,train:16032,train,107694,16032,16032.jpg,3840,2160,2,boat,1823.0,1140.0,248.0,110.0,27280.0,29.798546784516912,17.0,m210,DJI_0003.mov,120,data/raw/seadronessee/odv2/images/train/16032.jpg,train,1718,1088,336,2806,2054,train_00107694,80.0,640,0.3725261932479627,273.80675203725264,299.5110593713621,92.38649592549476,40.977881257275904,3785.802859810729,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107694.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107694.png
train:52758,train:8110,train,52758,8110,8110.jpg,3840,2160,5,buoy,1288.0,1255.0,17.0,20.0,340.0,34.29832733922585,56.2,mavic,NorthSea_Fri_DJI_0117.MP4,1935,data/raw/seadronessee/odv2/images/train/8110.jpg,train,1493,550,518,2043,2011,train_00052758,80.0,640,0.4286671131949096,316.3563295378433,315.9276624246484,7.287340924313463,8.57334226389819,62.47686793785152,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052758.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052758.png
train:52236,train:8058,train,52236,8058,8058.jpg,3840,2160,3,jetski,1490.0,763.0,70.0,121.0,8470.0,34.19833221578787,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1140,data/raw/seadronessee/odv2/images/train/8058.jpg,train,1497,776,75,2273,1572,train_00052236,80.0,640,0.4275217100868403,305.250501002004,294.1349365397461,29.926519706078825,51.730126920507686,1548.102662684532,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052236.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052236.png
train:52113,train:8048,train,52113,8048,8048.jpg,3840,2160,1,swimmer,1362.0,754.0,72.0,29.0,2088.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,990,data/raw/seadronessee/odv2/images/train/8048.jpg,train,1484,656,26,2140,1510,train_00052113,80.0,640,0.431266846361186,304.4743935309973,313.96226415094344,31.051212938005392,12.506738544474397,388.34940170443406,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052113.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052113.png
train:107681,train:16026,train,107681,16026,16026.jpg,3840,2160,2,boat,1104.0,953.0,142.0,41.0,5822.0,29.798546784516912,17.0,m210,DJI_0003.mov,30,data/raw/seadronessee/odv2/images/train/16026.jpg,train,1718,316,114,2034,1832,train_00107681,80.0,640,0.3725261932479627,293.55064027939466,312.5494761350408,52.89871944121072,15.273573923166474,807.9525018261754,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107681.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107681.png
val:23917,val:4883,val,23917,4883,4883.jpg,3840,2160,5,buoy,1460.0,1167.0,95.0,114.0,10830.0,30.298522401706794,39.1,mavic,NorthSea_Fri_DJI_0112.MP4,5685,data/raw/seadronessee/odv2/images/val/4883.jpg,train,1690,662,379,2352,2069,val_00023917,80.0,640,0.378698224852071,302.20118343195264,298.41420118343194,35.976331360946745,43.171597633136095,1553.1557018311682,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00023917.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00023917.png
train:52260,train:8060,train,52260,8060,8060.jpg,3840,2160,3,jetski,1596.0,712.0,67.0,128.0,8576.0,34.19833221578787,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1170,data/raw/seadronessee/odv2/images/train/8060.jpg,train,1497,881,28,2378,1525,train_00052260,80.0,640,0.4275217100868403,305.67802271209086,292.4248496993988,28.643954575818302,54.72277889111557,1567.4767928196632,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052260.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052260.png
train:51783,train:8020,train,51783,8020,8020.jpg,3840,2160,1,swimmer,2490.0,1271.0,32.0,32.0,1024.0,34.4983175861018,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,570,data/raw/seadronessee/odv2/images/train/8020.jpg,train,1484,1764,545,3248,2029,train_00051783,80.0,640,0.431266846361186,313.099730458221,313.099730458221,13.800539083557952,13.800539083557952,190.45487899681055,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00051783.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00051783.png
train:110330,train:16340,train,110330,16340,16340.jpg,3840,2160,2,boat,2020.0,856.0,195.0,51.0,9945.0,30.09853215483084,23.6,m210,DJI_0010_d3.mov,1395,data/raw/seadronessee/odv2/images/train/16340.jpg,train,1701,1267,31,2968,1732,train_00110330,80.0,640,0.376249265138154,283.31569664903,310.40564373897706,73.36860670194004,19.188712522045854,1407.8491021465743,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00110330.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00110330.png
train:36843,train:6579,train,36843,6579,6579.jpg,3840,2160,5,buoy,961.0,1165.0,59.0,88.0,5192.0,31.79844925327644,22.0,mavic,NorthSea_Fri_DJI_0114.MP4,4485,data/raw/seadronessee/odv2/images/train/6579.jpg,train,1610,186,404,1796,2014,train_00036843,80.0,640,0.3975155279503105,308.07453416149065,302.5093167701864,23.45341614906832,34.981366459627324,820.4325450407005,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00036843.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00036843.png
train:52360,train:8068,train,52360,8068,8068.jpg,3840,2160,1,swimmer,2798.0,853.0,40.0,32.0,1280.0,34.19833221578787,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,1290,data/raw/seadronessee/odv2/images/train/8068.jpg,train,1497,2070,120,3567,1617,train_00052360,80.0,640,0.4275217100868403,311.23580494321976,313.373413493654,17.100868403473616,13.680694722778892,233.9517601223378,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00052360.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00052360.png
train:107757,train:16057,train,107757,16057,16057.jpg,3840,2160,2,boat,2147.0,1002.0,470.0,621.0,291870.0,30.19852727826882,72.2,m210,DJI_0003.mov,540,data/raw/seadronessee/odv2/images/train/16057.jpg,train,1695,1534,465,3229,2160,train_00107757,80.0,640,0.3775811209439528,231.45722713864308,202.76106194690263,177.46312684365782,234.47787610619469,41611.17706946511,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00107757.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00107757.png
train:36765,train:6573,train,36765,6573,6573.jpg,3840,2160,5,buoy,940.0,1175.0,59.0,87.0,5133.0,31.89844437671441,22.0,mavic,NorthSea_Fri_DJI_0114.MP4,4395,data/raw/seadronessee/odv2/images/train/6573.jpg,train,1605,167,416,1772,2021,train_00036765,80.0,640,0.3987538940809969,308.23676012461056,302.6542056074766,23.52647975077881,34.691588785046726,816.1709610737472,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/train_00036765.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/train_00036765.png
val:72832,val:10454,val,72832,10454,10454.jpg,3840,2160,1,swimmer,2165.0,1268.0,31.0,33.0,1023.0,33.99834196891192,54.6,mavic,NorthSea_Sat_DJI_0126.MP4,6585,data/raw/seadronessee/odv2/images/val/10454.jpg,train,1506,1428,532,2934,2038,val_00072832,80.0,640,0.4249667994687915,313.20053120849934,312.7755644090305,13.173970783532535,14.02390438247012,184.7505066057153,1.0,8fe6c319c145bfe6c41b4bd884be5417741d8218678ea8dfc0735cca6b82988f,data/synthetic/seadronessee_30m_to_80m/geometry_only/train/val_00072832.png,data/synthetic/seadronessee_30m_to_80m/calibrated/train/val_00072832.png
