object_key,image_key,source_split,annotation_id,image_id,file_name,image_width,image_height,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,altitude_m,gimbal_pitch_deg,drone,video,frame_no,image_path,split,source_side_px,crop_left_px,crop_top_px,crop_right_px,crop_bottom_px,exclusion_reason
train:24847,train:5110,train,24847,5110,5110.jpg,3840,2160,2,boat,1705.0,0.0,122.0,119.0,14518.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test,1690,921,-786,2611,904,required_80m_footprint_outside_source_frame
train:24857,train:5112,train,24857,5112,5112.jpg,3840,2160,1,swimmer,2016.0,1277.0,51.0,78.0,3978.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test,1695,1194,468,2889,2163,required_80m_footprint_outside_source_frame
train:24858,train:5112,train,24858,5112,5112.jpg,3840,2160,2,boat,1374.0,750.0,198.0,119.0,23562.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test,1695,626,-38,2321,1657,required_80m_footprint_outside_source_frame
train:24859,train:5112,train,24859,5112,5112.jpg,3840,2160,2,boat,796.0,1778.0,407.0,270.0,109890.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test,1695,152,1066,1847,2761,required_80m_footprint_outside_source_frame
train:24860,train:5112,train,24860,5112,5112.jpg,3840,2160,2,boat,1664.0,520.0,188.0,71.0,13348.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test,1695,910,-292,2605,1403,required_80m_footprint_outside_source_frame
train:24862,train:5112,train,24862,5112,5112.jpg,3840,2160,1,swimmer,1928.0,817.0,51.0,42.0,2142.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test,1695,1106,-10,2801,1685,required_80m_footprint_outside_source_frame
train:24863,train:5112,train,24863,5112,5112.jpg,3840,2160,2,boat,1715.0,270.0,114.0,111.0,12654.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test,1695,924,-522,2619,1173,required_80m_footprint_outside_source_frame
train:24872,train:5114,train,24872,5114,5114.jpg,3840,2160,1,swimmer,1797.0,1287.0,69.0,68.0,4692.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test,1695,984,474,2679,2169,required_80m_footprint_outside_source_frame
train:24873,train:5114,train,24873,5114,5114.jpg,3840,2160,1,swimmer,1993.0,1354.0,78.0,93.0,7254.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test,1695,1184,553,2879,2248,required_80m_footprint_outside_source_frame
train:24875,train:5114,train,24875,5114,5114.jpg,3840,2160,2,boat,847.0,1840.0,365.0,265.0,96725.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test,1695,182,1125,1877,2820,required_80m_footprint_outside_source_frame
train:24876,train:5114,train,24876,5114,5114.jpg,3840,2160,2,boat,1672.0,642.0,182.0,69.0,12558.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test,1695,916,-171,2611,1524,required_80m_footprint_outside_source_frame
train:24879,train:5114,train,24879,5114,5114.jpg,3840,2160,2,boat,1715.0,406.0,117.0,109.0,12753.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test,1695,926,-387,2621,1308,required_80m_footprint_outside_source_frame
train:24889,train:5116,train,24889,5116,5116.jpg,3840,2160,1,swimmer,2004.0,1296.0,70.0,78.0,5460.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test,1695,1192,488,2887,2183,required_80m_footprint_outside_source_frame
train:24891,train:5116,train,24891,5116,5116.jpg,3840,2160,2,boat,875.0,1762.0,361.0,247.0,89167.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test,1695,208,1038,1903,2733,required_80m_footprint_outside_source_frame
train:24892,train:5116,train,24892,5116,5116.jpg,3840,2160,2,boat,1675.0,622.0,177.0,67.0,11859.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test,1695,916,-192,2611,1503,required_80m_footprint_outside_source_frame
train:24895,train:5116,train,24895,5116,5116.jpg,3840,2160,2,boat,1716.0,391.0,113.0,105.0,11865.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test,1695,925,-404,2620,1291,required_80m_footprint_outside_source_frame
train:24905,train:5118,train,24905,5118,5118.jpg,3840,2160,1,swimmer,2011.0,1290.0,46.0,69.0,3174.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test,1695,1186,477,2881,2172,required_80m_footprint_outside_source_frame
train:24907,train:5118,train,24907,5118,5118.jpg,3840,2160,2,boat,872.0,1759.0,363.0,244.0,88572.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test,1695,206,1034,1901,2729,required_80m_footprint_outside_source_frame
train:24908,train:5118,train,24908,5118,5118.jpg,3840,2160,2,boat,1674.0,619.0,174.0,66.0,11484.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test,1695,914,-196,2609,1499,required_80m_footprint_outside_source_frame
train:24911,train:5118,train,24911,5118,5118.jpg,3840,2160,2,boat,1714.0,389.0,115.0,107.0,12305.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test,1695,924,-405,2619,1290,required_80m_footprint_outside_source_frame
train:24921,train:5120,train,24921,5120,5120.jpg,3840,2160,1,swimmer,1997.0,1291.0,62.0,83.0,5146.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test,1695,1180,485,2875,2180,required_80m_footprint_outside_source_frame
train:24923,train:5120,train,24923,5120,5120.jpg,3840,2160,2,boat,859.0,1773.0,364.0,245.0,89180.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test,1695,194,1048,1889,2743,required_80m_footprint_outside_source_frame
train:24924,train:5120,train,24924,5120,5120.jpg,3840,2160,2,boat,1671.0,623.0,173.0,65.0,11245.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test,1695,910,-192,2605,1503,required_80m_footprint_outside_source_frame
train:24927,train:5120,train,24927,5120,5120.jpg,3840,2160,2,boat,1710.0,393.0,113.0,105.0,11865.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test,1695,919,-402,2614,1293,required_80m_footprint_outside_source_frame
train:24937,train:5122,train,24937,5122,5122.jpg,3840,2160,1,swimmer,1995.0,1289.0,62.0,89.0,5518.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test,1695,1178,486,2873,2181,required_80m_footprint_outside_source_frame
train:24939,train:5122,train,24939,5122,5122.jpg,3840,2160,2,boat,860.0,1781.0,359.0,246.0,88314.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test,1695,192,1056,1887,2751,required_80m_footprint_outside_source_frame
train:24940,train:5122,train,24940,5122,5122.jpg,3840,2160,2,boat,1668.0,628.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test,1695,910,-187,2605,1508,required_80m_footprint_outside_source_frame
train:24943,train:5122,train,24943,5122,5122.jpg,3840,2160,2,boat,1705.0,396.0,115.0,108.0,12420.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test,1695,915,-398,2610,1297,required_80m_footprint_outside_source_frame
train:24953,train:5124,train,24953,5124,5124.jpg,3840,2160,1,swimmer,1991.0,1292.0,70.0,77.0,5390.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test,1695,1178,483,2873,2178,required_80m_footprint_outside_source_frame
train:24955,train:5124,train,24955,5124,5124.jpg,3840,2160,2,boat,862.0,1793.0,356.0,257.0,91492.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test,1695,192,1074,1887,2769,required_80m_footprint_outside_source_frame
train:24956,train:5124,train,24956,5124,5124.jpg,3840,2160,2,boat,1667.0,630.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test,1695,910,-185,2605,1510,required_80m_footprint_outside_source_frame
train:24959,train:5124,train,24959,5124,5124.jpg,3840,2160,2,boat,1703.0,400.0,114.0,106.0,12084.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test,1695,912,-394,2607,1301,required_80m_footprint_outside_source_frame
train:24969,train:5126,train,24969,5126,5126.jpg,3840,2160,1,swimmer,1993.0,1286.0,59.0,74.0,4366.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test,1695,1175,476,2870,2171,required_80m_footprint_outside_source_frame
train:24971,train:5126,train,24971,5126,5126.jpg,3840,2160,2,boat,857.0,1796.0,357.0,257.0,91749.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test,1695,188,1077,1883,2772,required_80m_footprint_outside_source_frame
train:24972,train:5126,train,24972,5126,5126.jpg,3840,2160,2,boat,1667.0,633.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test,1695,910,-182,2605,1513,required_80m_footprint_outside_source_frame
train:24975,train:5126,train,24975,5126,5126.jpg,3840,2160,2,boat,1700.0,401.0,115.0,107.0,12305.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test,1695,910,-393,2605,1302,required_80m_footprint_outside_source_frame
train:24985,train:5128,train,24985,5128,5128.jpg,3840,2160,1,swimmer,1994.0,1286.0,52.0,66.0,3432.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test,1695,1172,472,2867,2167,required_80m_footprint_outside_source_frame
train:24987,train:5128,train,24987,5128,5128.jpg,3840,2160,2,boat,853.0,1804.0,355.0,256.0,90880.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test,1695,183,1084,1878,2779,required_80m_footprint_outside_source_frame
train:24988,train:5128,train,24988,5128,5128.jpg,3840,2160,2,boat,1663.0,635.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test,1695,906,-180,2601,1515,required_80m_footprint_outside_source_frame
train:24991,train:5128,train,24991,5128,5128.jpg,3840,2160,2,boat,1695.0,402.0,116.0,108.0,12528.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test,1695,906,-392,2601,1303,required_80m_footprint_outside_source_frame
train:25001,train:5130,train,25001,5130,5130.jpg,3840,2160,1,swimmer,1984.0,1276.0,59.0,85.0,5015.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test,1695,1166,471,2861,2166,required_80m_footprint_outside_source_frame
train:25003,train:5130,train,25003,5130,5130.jpg,3840,2160,2,boat,848.0,1813.0,354.0,262.0,92748.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test,1695,178,1096,1873,2791,required_80m_footprint_outside_source_frame
train:25004,train:5130,train,25004,5130,5130.jpg,3840,2160,2,boat,1661.0,639.0,177.0,64.0,11328.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test,1695,902,-176,2597,1519,required_80m_footprint_outside_source_frame
train:25007,train:5130,train,25007,5130,5130.jpg,3840,2160,2,boat,1691.0,403.0,116.0,108.0,12528.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test,1695,902,-390,2597,1305,required_80m_footprint_outside_source_frame
train:25019,train:5132,train,25019,5132,5132.jpg,3840,2160,2,boat,842.0,1819.0,355.0,264.0,93720.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test,1690,174,1106,1864,2796,required_80m_footprint_outside_source_frame
train:25020,train:5132,train,25020,5132,5132.jpg,3840,2160,2,boat,1657.0,638.0,180.0,65.0,11700.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test,1690,902,-174,2592,1516,required_80m_footprint_outside_source_frame
train:25023,train:5132,train,25023,5132,5132.jpg,3840,2160,2,boat,1686.0,405.0,115.0,107.0,12305.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test,1690,898,-386,2588,1304,required_80m_footprint_outside_source_frame
train:25035,train:5134,train,25035,5134,5134.jpg,3840,2160,2,boat,836.0,1825.0,354.0,263.0,93102.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test,1690,168,1112,1858,2802,required_80m_footprint_outside_source_frame
train:25036,train:5134,train,25036,5134,5134.jpg,3840,2160,2,boat,1653.0,641.0,178.0,64.0,11392.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test,1690,897,-172,2587,1518,required_80m_footprint_outside_source_frame
train:25039,train:5134,train,25039,5134,5134.jpg,3840,2160,2,boat,1679.0,406.0,117.0,109.0,12753.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test,1690,892,-384,2582,1306,required_80m_footprint_outside_source_frame
train:25051,train:5136,train,25051,5136,5136.jpg,3840,2160,2,boat,841.0,1830.0,345.0,278.0,95910.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3450,data/raw/seadronessee/odv2/images/train/5136.jpg,test,1690,168,1124,1858,2814,required_80m_footprint_outside_source_frame
train:25052,train:5136,train,25052,5136,5136.jpg,3840,2160,2,boat,1649.0,643.0,179.0,65.0,11635.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3450,data/raw/seadronessee/odv2/images/train/5136.jpg,test,1690,894,-170,2584,1520,required_80m_footprint_outside_source_frame
train:25055,train:5136,train,25055,5136,5136.jpg,3840,2160,2,boat,1675.0,408.0,116.0,108.0,12528.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3450,data/raw/seadronessee/odv2/images/train/5136.jpg,test,1690,888,-383,2578,1307,required_80m_footprint_outside_source_frame
train:25067,train:5138,train,25067,5138,5138.jpg,3840,2160,2,boat,830.0,1836.0,347.0,280.0,97160.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3480,data/raw/seadronessee/odv2/images/train/5138.jpg,test,1690,158,1131,1848,2821,required_80m_footprint_outside_source_frame
train:25068,train:5138,train,25068,5138,5138.jpg,3840,2160,2,boat,1645.0,643.0,178.0,64.0,11392.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3480,data/raw/seadronessee/odv2/images/train/5138.jpg,test,1690,889,-170,2579,1520,required_80m_footprint_outside_source_frame
train:25071,train:5138,train,25071,5138,5138.jpg,3840,2160,2,boat,1669.0,407.0,117.0,109.0,12753.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3480,data/raw/seadronessee/odv2/images/train/5138.jpg,test,1690,882,-384,2572,1306,required_80m_footprint_outside_source_frame
train:25083,train:5140,train,25083,5140,5140.jpg,3840,2160,2,boat,673.0,1887.0,357.0,273.0,97461.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3510,data/raw/seadronessee/odv2/images/train/5140.jpg,test,1690,6,1178,1696,2868,required_80m_footprint_outside_source_frame
train:25084,train:5140,train,25084,5140,5140.jpg,3840,2160,2,boat,1476.0,653.0,179.0,65.0,11635.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3510,data/raw/seadronessee/odv2/images/train/5140.jpg,test,1690,720,-160,2410,1530,required_80m_footprint_outside_source_frame
train:25087,train:5140,train,25087,5140,5140.jpg,3840,2160,2,boat,1493.0,415.0,118.0,110.0,12980.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3510,data/raw/seadronessee/odv2/images/train/5140.jpg,test,1690,707,-375,2397,1315,required_80m_footprint_outside_source_frame
train:25096,train:5142,train,25096,5142,5142.jpg,3840,2160,1,swimmer,1578.0,1291.0,54.0,50.0,2700.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3540,data/raw/seadronessee/odv2/images/train/5142.jpg,test,1690,760,471,2450,2161,required_80m_footprint_outside_source_frame
train:25099,train:5142,train,25099,5142,5142.jpg,3840,2160,2,boat,609.0,1917.0,334.0,243.0,81162.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3540,data/raw/seadronessee/odv2/images/train/5142.jpg,test,1690,-69,1194,1621,2884,required_80m_footprint_outside_source_frame
train:25100,train:5142,train,25100,5142,5142.jpg,3840,2160,2,boat,1360.0,653.0,181.0,65.0,11765.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3540,data/raw/seadronessee/odv2/images/train/5142.jpg,test,1690,606,-160,2296,1530,required_80m_footprint_outside_source_frame
train:25103,train:5142,train,25103,5142,5142.jpg,3840,2160,2,boat,1369.0,415.0,119.0,104.0,12376.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3540,data/raw/seadronessee/odv2/images/train/5142.jpg,test,1690,584,-378,2274,1312,required_80m_footprint_outside_source_frame
train:25112,train:5144,train,25112,5144,5144.jpg,3840,2160,1,swimmer,1731.0,1292.0,50.0,55.0,2750.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3570,data/raw/seadronessee/odv2/images/train/5144.jpg,test,1690,911,474,2601,2164,required_80m_footprint_outside_source_frame
train:25115,train:5144,train,25115,5144,5144.jpg,3840,2160,2,boat,838.0,1936.0,327.0,224.0,73248.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3570,data/raw/seadronessee/odv2/images/train/5144.jpg,test,1690,156,1203,1846,2893,required_80m_footprint_outside_source_frame
train:25116,train:5144,train,25116,5144,5144.jpg,3840,2160,2,boat,1438.0,648.0,184.0,67.0,12328.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3570,data/raw/seadronessee/odv2/images/train/5144.jpg,test,1690,685,-164,2375,1526,required_80m_footprint_outside_source_frame
train:25119,train:5144,train,25119,5144,5144.jpg,3840,2160,2,boat,1425.0,408.0,122.0,107.0,13054.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3570,data/raw/seadronessee/odv2/images/train/5144.jpg,test,1690,641,-384,2331,1306,required_80m_footprint_outside_source_frame
train:36481,train:6551,train,36481,6551,6551.jpg,3840,2160,2,boat,3290.0,748.0,192.0,79.0,15168.0,33.69835659859799,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4065,data/raw/seadronessee/odv2/images/train/6551.jpg,train,1519,2626,28,4145,1547,required_80m_footprint_outside_source_frame
train:36482,train:6551,train,36482,6551,6551.jpg,3840,2160,3,jetski,483.0,1645.0,214.0,53.0,11342.0,33.69835659859799,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4065,data/raw/seadronessee/odv2/images/train/6551.jpg,train,1519,-170,912,1349,2431,required_80m_footprint_outside_source_frame
train:36489,train:6551,train,36489,6551,6551.jpg,3840,2160,2,boat,2300.0,0.0,64.0,134.0,8576.0,33.69835659859799,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4065,data/raw/seadronessee/odv2/images/train/6551.jpg,train,1519,1572,-692,3091,827,required_80m_footprint_outside_source_frame
train:36490,train:6551,train,36490,6551,6551.jpg,3840,2160,2,boat,1971.0,3.0,79.0,162.0,12798.0,33.69835659859799,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4065,data/raw/seadronessee/odv2/images/train/6551.jpg,train,1519,1251,-676,2770,843,required_80m_footprint_outside_source_frame
train:36491,train:6551,train,36491,6551,6551.jpg,3840,2160,2,boat,2963.0,0.0,64.0,46.0,2944.0,33.69835659859799,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4065,data/raw/seadronessee/odv2/images/train/6551.jpg,train,1519,2236,-736,3755,783,required_80m_footprint_outside_source_frame
train:36509,train:6553,train,36509,6553,6553.jpg,3840,2160,2,boat,3332.0,685.0,176.0,82.0,14432.0,31.698454129838463,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4095,data/raw/seadronessee/odv2/images/train/6553.jpg,train,1615,2612,-82,4227,1533,required_80m_footprint_outside_source_frame
train:36510,train:6553,train,36510,6553,6553.jpg,3840,2160,3,jetski,0.0,1668.0,215.0,71.0,15265.0,31.698454129838463,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4095,data/raw/seadronessee/odv2/images/train/6553.jpg,train,1615,-700,896,915,2511,required_80m_footprint_outside_source_frame
train:36511,train:6553,train,36511,6553,6553.jpg,3840,2160,1,swimmer,2525.0,752.0,17.0,14.0,238.0,31.698454129838463,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4095,data/raw/seadronessee/odv2/images/train/6553.jpg,train,1615,1726,-48,3341,1567,required_80m_footprint_outside_source_frame
train:36512,train:6553,train,36512,6553,6553.jpg,3840,2160,1,swimmer,2604.0,764.0,44.0,23.0,1012.0,31.698454129838463,24.0,mavic,NorthSea_Fri_DJI_0114.MP4,4095,data/raw/seadronessee/odv2/images/train/6553.jpg,train,1615,1818,-32,3433,1583,required_80m_footprint_outside_source_frame
