object_key,image_key,source_split,annotation_id,image_id,file_name,image_width,image_height,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,altitude_m,gimbal_pitch_deg,drone,video,frame_no,image_path,split
train:24826,train:5108,train,24826,5108,5108.jpg,3840,2160,1,swimmer,1993.0,1013.0,93.0,97.0,9021.0,30.298522401706794,45.2,mavic,DJI_0059.MP4,3030,data/raw/seadronessee/odv2/images/train/5108.jpg,test
train:24827,train:5108,train,24827,5108,5108.jpg,3840,2160,2,boat,1326.0,397.0,217.0,134.0,29078.0,30.298522401706794,45.2,mavic,DJI_0059.MP4,3030,data/raw/seadronessee/odv2/images/train/5108.jpg,test
train:24828,train:5108,train,24828,5108,5108.jpg,3840,2160,2,boat,762.0,1571.0,408.0,279.0,113832.0,30.298522401706794,45.2,mavic,DJI_0059.MP4,3030,data/raw/seadronessee/odv2/images/train/5108.jpg,test
train:24829,train:5108,train,24829,5108,5108.jpg,3840,2160,2,boat,1637.0,123.0,206.0,81.0,16686.0,30.298522401706794,45.2,mavic,DJI_0059.MP4,3030,data/raw/seadronessee/odv2/images/train/5108.jpg,test
train:24830,train:5108,train,24830,5108,5108.jpg,3840,2160,1,swimmer,2231.0,890.0,70.0,90.0,6300.0,30.298522401706794,45.2,mavic,DJI_0059.MP4,3030,data/raw/seadronessee/odv2/images/train/5108.jpg,test
train:24831,train:5108,train,24831,5108,5108.jpg,3840,2160,1,swimmer,1895.0,440.0,76.0,49.0,3724.0,30.298522401706794,45.2,mavic,DJI_0059.MP4,3030,data/raw/seadronessee/odv2/images/train/5108.jpg,test
train:24840,train:5110,train,24840,5110,5110.jpg,3840,2160,1,swimmer,1774.0,993.0,82.0,84.0,6888.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24841,train:5110,train,24841,5110,5110.jpg,3840,2160,1,swimmer,2010.0,1076.0,81.0,91.0,7371.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24842,train:5110,train,24842,5110,5110.jpg,3840,2160,2,boat,1354.0,520.0,205.0,123.0,25215.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24843,train:5110,train,24843,5110,5110.jpg,3840,2160,2,boat,801.0,1606.0,394.0,261.0,102834.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24844,train:5110,train,24844,5110,5110.jpg,3840,2160,2,boat,1652.0,271.0,196.0,74.0,14504.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24845,train:5110,train,24845,5110,5110.jpg,3840,2160,1,swimmer,2225.0,979.0,77.0,79.0,6083.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24846,train:5110,train,24846,5110,5110.jpg,3840,2160,1,swimmer,1903.0,575.0,61.0,51.0,3111.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24847,train:5110,train,24847,5110,5110.jpg,3840,2160,2,boat,1705.0,0.0,122.0,119.0,14518.0,30.298522401706794,44.7,mavic,DJI_0059.MP4,3060,data/raw/seadronessee/odv2/images/train/5110.jpg,test
train:24856,train:5112,train,24856,5112,5112.jpg,3840,2160,1,swimmer,1781.0,1196.0,77.0,81.0,6237.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24857,train:5112,train,24857,5112,5112.jpg,3840,2160,1,swimmer,2016.0,1277.0,51.0,78.0,3978.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24858,train:5112,train,24858,5112,5112.jpg,3840,2160,2,boat,1374.0,750.0,198.0,119.0,23562.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24859,train:5112,train,24859,5112,5112.jpg,3840,2160,2,boat,796.0,1778.0,407.0,270.0,109890.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24860,train:5112,train,24860,5112,5112.jpg,3840,2160,2,boat,1664.0,520.0,188.0,71.0,13348.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24861,train:5112,train,24861,5112,5112.jpg,3840,2160,1,swimmer,2213.0,1178.0,79.0,86.0,6794.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24862,train:5112,train,24862,5112,5112.jpg,3840,2160,1,swimmer,1928.0,817.0,51.0,42.0,2142.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24863,train:5112,train,24863,5112,5112.jpg,3840,2160,2,boat,1715.0,270.0,114.0,111.0,12654.0,30.19852727826882,38.2,mavic,DJI_0059.MP4,3090,data/raw/seadronessee/odv2/images/train/5112.jpg,test
train:24872,train:5114,train,24872,5114,5114.jpg,3840,2160,1,swimmer,1797.0,1287.0,69.0,68.0,4692.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24873,train:5114,train,24873,5114,5114.jpg,3840,2160,1,swimmer,1993.0,1354.0,78.0,93.0,7254.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24874,train:5114,train,24874,5114,5114.jpg,3840,2160,2,boat,1391.0,865.0,189.0,114.0,21546.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24875,train:5114,train,24875,5114,5114.jpg,3840,2160,2,boat,847.0,1840.0,365.0,265.0,96725.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24876,train:5114,train,24876,5114,5114.jpg,3840,2160,2,boat,1672.0,642.0,182.0,69.0,12558.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24877,train:5114,train,24877,5114,5114.jpg,3840,2160,1,swimmer,2202.0,1270.0,85.0,77.0,6545.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24878,train:5114,train,24878,5114,5114.jpg,3840,2160,1,swimmer,1932.0,939.0,51.0,50.0,2550.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24879,train:5114,train,24879,5114,5114.jpg,3840,2160,2,boat,1715.0,406.0,117.0,109.0,12753.0,30.19852727826882,33.3,mavic,DJI_0059.MP4,3120,data/raw/seadronessee/odv2/images/train/5114.jpg,test
train:24888,train:5116,train,24888,5116,5116.jpg,3840,2160,1,swimmer,1802.0,1243.0,55.0,68.0,3740.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24889,train:5116,train,24889,5116,5116.jpg,3840,2160,1,swimmer,2004.0,1296.0,70.0,78.0,5460.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24890,train:5116,train,24890,5116,5116.jpg,3840,2160,2,boat,1400.0,834.0,186.0,112.0,20832.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24891,train:5116,train,24891,5116,5116.jpg,3840,2160,2,boat,875.0,1762.0,361.0,247.0,89167.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24892,train:5116,train,24892,5116,5116.jpg,3840,2160,2,boat,1675.0,622.0,177.0,67.0,11859.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24893,train:5116,train,24893,5116,5116.jpg,3840,2160,1,swimmer,2180.0,1219.0,100.0,73.0,7300.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24894,train:5116,train,24894,5116,5116.jpg,3840,2160,1,swimmer,1923.0,920.0,88.0,35.0,3080.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24895,train:5116,train,24895,5116,5116.jpg,3840,2160,2,boat,1716.0,391.0,113.0,105.0,11865.0,30.19852727826882,30.8,mavic,DJI_0059.MP4,3150,data/raw/seadronessee/odv2/images/train/5116.jpg,test
train:24904,train:5118,train,24904,5118,5118.jpg,3840,2160,1,swimmer,1797.0,1232.0,60.0,73.0,4380.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24905,train:5118,train,24905,5118,5118.jpg,3840,2160,1,swimmer,2011.0,1290.0,46.0,69.0,3174.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24906,train:5118,train,24906,5118,5118.jpg,3840,2160,2,boat,1402.0,830.0,184.0,110.0,20240.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24907,train:5118,train,24907,5118,5118.jpg,3840,2160,2,boat,872.0,1759.0,363.0,244.0,88572.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24908,train:5118,train,24908,5118,5118.jpg,3840,2160,2,boat,1674.0,619.0,174.0,66.0,11484.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24909,train:5118,train,24909,5118,5118.jpg,3840,2160,1,swimmer,2176.0,1209.0,87.0,62.0,5394.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24910,train:5118,train,24910,5118,5118.jpg,3840,2160,1,swimmer,1933.0,922.0,82.0,36.0,2952.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24911,train:5118,train,24911,5118,5118.jpg,3840,2160,2,boat,1714.0,389.0,115.0,107.0,12305.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3180,data/raw/seadronessee/odv2/images/train/5118.jpg,test
train:24920,train:5120,train,24920,5120,5120.jpg,3840,2160,1,swimmer,1802.0,1243.0,49.0,68.0,3332.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24921,train:5120,train,24921,5120,5120.jpg,3840,2160,1,swimmer,1997.0,1291.0,62.0,83.0,5146.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24922,train:5120,train,24922,5120,5120.jpg,3840,2160,2,boat,1397.0,835.0,185.0,111.0,20535.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24923,train:5120,train,24923,5120,5120.jpg,3840,2160,2,boat,859.0,1773.0,364.0,245.0,89180.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24924,train:5120,train,24924,5120,5120.jpg,3840,2160,2,boat,1671.0,623.0,173.0,65.0,11245.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24925,train:5120,train,24925,5120,5120.jpg,3840,2160,1,swimmer,2172.0,1214.0,83.0,78.0,6474.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24926,train:5120,train,24926,5120,5120.jpg,3840,2160,1,swimmer,1951.0,932.0,44.0,44.0,1936.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24927,train:5120,train,24927,5120,5120.jpg,3840,2160,2,boat,1710.0,393.0,113.0,105.0,11865.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3210,data/raw/seadronessee/odv2/images/train/5120.jpg,test
train:24936,train:5122,train,24936,5122,5122.jpg,3840,2160,1,swimmer,1809.0,1245.0,45.0,69.0,3105.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24937,train:5122,train,24937,5122,5122.jpg,3840,2160,1,swimmer,1995.0,1289.0,62.0,89.0,5518.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24938,train:5122,train,24938,5122,5122.jpg,3840,2160,2,boat,1395.0,841.0,183.0,110.0,20130.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24939,train:5122,train,24939,5122,5122.jpg,3840,2160,2,boat,860.0,1781.0,359.0,246.0,88314.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24940,train:5122,train,24940,5122,5122.jpg,3840,2160,2,boat,1668.0,628.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24941,train:5122,train,24941,5122,5122.jpg,3840,2160,1,swimmer,2162.0,1215.0,84.0,76.0,6384.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24942,train:5122,train,24942,5122,5122.jpg,3840,2160,1,swimmer,1953.0,946.0,53.0,37.0,1961.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24943,train:5122,train,24943,5122,5122.jpg,3840,2160,2,boat,1705.0,396.0,115.0,108.0,12420.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3240,data/raw/seadronessee/odv2/images/train/5122.jpg,test
train:24952,train:5124,train,24952,5124,5124.jpg,3840,2160,1,swimmer,1814.0,1246.0,45.0,67.0,3015.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24953,train:5124,train,24953,5124,5124.jpg,3840,2160,1,swimmer,1991.0,1292.0,70.0,77.0,5390.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24954,train:5124,train,24954,5124,5124.jpg,3840,2160,2,boat,1394.0,846.0,184.0,111.0,20424.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24955,train:5124,train,24955,5124,5124.jpg,3840,2160,2,boat,862.0,1793.0,356.0,257.0,91492.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24956,train:5124,train,24956,5124,5124.jpg,3840,2160,2,boat,1667.0,630.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24957,train:5124,train,24957,5124,5124.jpg,3840,2160,1,swimmer,2152.0,1212.0,92.0,77.0,7084.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24958,train:5124,train,24958,5124,5124.jpg,3840,2160,1,swimmer,1966.0,946.0,47.0,39.0,1833.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24959,train:5124,train,24959,5124,5124.jpg,3840,2160,2,boat,1703.0,400.0,114.0,106.0,12084.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3270,data/raw/seadronessee/odv2/images/train/5124.jpg,test
train:24968,train:5126,train,24968,5126,5126.jpg,3840,2160,1,swimmer,1813.0,1252.0,55.0,70.0,3850.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24969,train:5126,train,24969,5126,5126.jpg,3840,2160,1,swimmer,1993.0,1286.0,59.0,74.0,4366.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24970,train:5126,train,24970,5126,5126.jpg,3840,2160,2,boat,1393.0,845.0,183.0,110.0,20130.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24971,train:5126,train,24971,5126,5126.jpg,3840,2160,2,boat,857.0,1796.0,357.0,257.0,91749.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24972,train:5126,train,24972,5126,5126.jpg,3840,2160,2,boat,1667.0,633.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24973,train:5126,train,24973,5126,5126.jpg,3840,2160,1,swimmer,2159.0,1215.0,82.0,68.0,5576.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24974,train:5126,train,24974,5126,5126.jpg,3840,2160,1,swimmer,1961.0,958.0,65.0,32.0,2080.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24975,train:5126,train,24975,5126,5126.jpg,3840,2160,2,boat,1700.0,401.0,115.0,107.0,12305.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3300,data/raw/seadronessee/odv2/images/train/5126.jpg,test
train:24984,train:5128,train,24984,5128,5128.jpg,3840,2160,1,swimmer,1807.0,1258.0,65.0,63.0,4095.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24985,train:5128,train,24985,5128,5128.jpg,3840,2160,1,swimmer,1994.0,1286.0,52.0,66.0,3432.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24986,train:5128,train,24986,5128,5128.jpg,3840,2160,2,boat,1390.0,850.0,183.0,110.0,20130.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24987,train:5128,train,24987,5128,5128.jpg,3840,2160,2,boat,853.0,1804.0,355.0,256.0,90880.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24988,train:5128,train,24988,5128,5128.jpg,3840,2160,2,boat,1663.0,635.0,180.0,65.0,11700.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24989,train:5128,train,24989,5128,5128.jpg,3840,2160,1,swimmer,2157.0,1212.0,72.0,72.0,5184.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24990,train:5128,train,24990,5128,5128.jpg,3840,2160,1,swimmer,1969.0,963.0,44.0,29.0,1276.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:24991,train:5128,train,24991,5128,5128.jpg,3840,2160,2,boat,1695.0,402.0,116.0,108.0,12528.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3330,data/raw/seadronessee/odv2/images/train/5128.jpg,test
train:25000,train:5130,train,25000,5130,5130.jpg,3840,2160,1,swimmer,1819.0,1257.0,52.0,60.0,3120.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25001,train:5130,train,25001,5130,5130.jpg,3840,2160,1,swimmer,1984.0,1276.0,59.0,85.0,5015.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25002,train:5130,train,25002,5130,5130.jpg,3840,2160,2,boat,1388.0,852.0,181.0,109.0,19729.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25003,train:5130,train,25003,5130,5130.jpg,3840,2160,2,boat,848.0,1813.0,354.0,262.0,92748.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25004,train:5130,train,25004,5130,5130.jpg,3840,2160,2,boat,1661.0,639.0,177.0,64.0,11328.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25005,train:5130,train,25005,5130,5130.jpg,3840,2160,1,swimmer,2160.0,1210.0,68.0,73.0,4964.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25006,train:5130,train,25006,5130,5130.jpg,3840,2160,1,swimmer,1959.0,974.0,72.0,29.0,2088.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25007,train:5130,train,25007,5130,5130.jpg,3840,2160,2,boat,1691.0,403.0,116.0,108.0,12528.0,30.19852727826882,30.7,mavic,DJI_0059.MP4,3360,data/raw/seadronessee/odv2/images/train/5130.jpg,test
train:25016,train:5132,train,25016,5132,5132.jpg,3840,2160,1,swimmer,1819.0,1260.0,52.0,67.0,3484.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25017,train:5132,train,25017,5132,5132.jpg,3840,2160,1,swimmer,1982.0,1265.0,69.0,86.0,5934.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25018,train:5132,train,25018,5132,5132.jpg,3840,2160,2,boat,1382.0,855.0,182.0,109.0,19838.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25019,train:5132,train,25019,5132,5132.jpg,3840,2160,2,boat,842.0,1819.0,355.0,264.0,93720.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25020,train:5132,train,25020,5132,5132.jpg,3840,2160,2,boat,1657.0,638.0,180.0,65.0,11700.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25021,train:5132,train,25021,5132,5132.jpg,3840,2160,1,swimmer,2152.0,1206.0,74.0,74.0,5476.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25022,train:5132,train,25022,5132,5132.jpg,3840,2160,1,swimmer,1975.0,976.0,41.0,30.0,1230.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25023,train:5132,train,25023,5132,5132.jpg,3840,2160,2,boat,1686.0,405.0,115.0,107.0,12305.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3390,data/raw/seadronessee/odv2/images/train/5132.jpg,test
train:25032,train:5134,train,25032,5134,5134.jpg,3840,2160,1,swimmer,1826.0,1265.0,46.0,56.0,2576.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test
train:25033,train:5134,train,25033,5134,5134.jpg,3840,2160,1,swimmer,1984.0,1266.0,59.0,81.0,4779.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test
train:25034,train:5134,train,25034,5134,5134.jpg,3840,2160,2,boat,1378.0,858.0,181.0,109.0,19729.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test
train:25035,train:5134,train,25035,5134,5134.jpg,3840,2160,2,boat,836.0,1825.0,354.0,263.0,93102.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test
train:25036,train:5134,train,25036,5134,5134.jpg,3840,2160,2,boat,1653.0,641.0,178.0,64.0,11392.0,30.298522401706794,30.7,mavic,DJI_0059.MP4,3420,data/raw/seadronessee/odv2/images/train/5134.jpg,test
